关系编号,源资料编号,源标题,源发布日期,目标资料编号,目标标题,目标发布日期,关系类型,主题链条,区域路径,匹配依据,证据文本,置信度,是否人工确认,备注
EVO-00168,AUTO-20260502-ABF8F264A5,关于印发《上海市绿色电力交易实施方案》的通知,2024-10-17,AUTO-20260427-E24F3D75D9,关于印发《电力中长期交易基本规则》的通知,2020-06-14,引用依据,绿电,上海->南方区域,规则名称：电力中长期交易基本规则,生产消费的市场体系和长效机制，推进上海绿色电力交易工作有序开展，按照《上海市促进绿色电力消费加快能源低碳转型实施意见》（沪发改能源〔2024〕91号）要求，根据《电力中长期交易基本规则》（发改能源规〔2020〕889号）、《关于有序推进绿色电力交易有关事项的通知》（发改办体改〔2022〕821号）、《关于享受中央政府补贴的绿色项目参与绿电交易有,中,否,仅由新政策明文引用旧政策时生成
EVO-00169,AUTO-20260427-AF700450D9,电力市场注册基本规则,2024-09-13,AUTO-20260427-780DD684D9,电力市场运行基本规则,2024-04-25,引用依据,电力市场,南方区域->南方区域,规则名称：电力市场运行基本规则,《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）《电力市场运行基本规则》（中华人民共和国国家发展和改革委员会2024年第20号令）等文件，结合工作实际，制定本规则。 第二条 本规则所称电力市场包含电力中长期、现货、辅助服务市场等。,中,否,仅由新政策明文引用旧政策时生成
EVO-00170,AUTO-20260427-AF700450D9,电力市场注册基本规则,2024-09-13,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,引用依据,电力市场,南方区域->全国,规则名称：电力市场运行基本规则,《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）《电力市场运行基本规则》（中华人民共和国国家发展和改革委员会2024年第20号令）等文件，结合工作实际，制定本规则。 第二条 本规则所称电力市场包含电力中长期、现货、辅助服务市场等。,中,否,仅由新政策明文引用旧政策时生成
EVO-00171,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,AUTO-20260427-780DD684D9,电力市场运行基本规则,2024-04-25,引用依据,电力市场;辅助服务,全国->南方区域,规则名称：电力市场运行基本规则,《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）《电力市场运行基本规则》（中华人民共和国国家发展和改革委员会2024年第20号令）等文件，结合工作实际，制定本规则。 第二条 本规则所称电力市场包含电力中长期、现货、辅助服务市场等。,中,否,仅由新政策明文引用旧政策时生成
EVO-00172,AUTO-20260424-2ABE953CDD,国家能源局关于印发《电力市场注册基本规则》的通知,2024-09-13,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,引用依据,电力市场;辅助服务,全国->全国,规则名称：电力市场运行基本规则,《中共中央 国务院关于进一步深化电力体制改革的若干意见》《国家发展改革委 国家能源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）《电力市场运行基本规则》（中华人民共和国国家发展和改革委员会2024年第20号令）等文件，结合工作实际，制定本规则。 第二条 本规则所称电力市场包含电力中长期、现货、辅助服务市场等。,中,否,仅由新政策明文引用旧政策时生成
EVO-00173,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,AUTO-20260427-780DD684D9,电力市场运行基本规则,2024-04-25,引用依据,电力市场,四川->南方区域,规则名称：电力市场运行基本规则,OCR --- （四）《全额保障性收购可再生能源电量监管办法》（国家发 展改革委令第15号）； （五）《电力市场监管办法》（国家发展改革委令第18号）; （六）《电力市场运行基本规则》（国家发展改革委令第20 号); （七）《电力企业信息披露规定》（原2005年电监会令第14 号，依据国家发展改革委令第11号修订); （八）《电力市场信息披露,中,否,仅由新政策明文引用旧政策时生成
EVO-00174,AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,AUTO-20260424-10A4BBBC6D,电力市场运行基本规则_国家发展和改革委员会,2024-04-18,引用依据,电力市场,四川->全国,文号：国家发展改革委令第20号,,高,否,仅由新政策明文引用旧政策时生成
EVO-00175,AUTO-20260426-2321F82FD1,关于山东电力现货市场由试运行转正式运行的通知,2024-06-17,AUTO-20260427-A0AD12B7E0,关于进一步加快电力现货市场建设工作的通知(发改办体改〔2023〕813号),2023-11-01,引用依据,现货,山东->全国,文号：发改办体改〔2023〕813号,"电力可靠供应以及优化资源配置、助力能源绿色低碳转型方面发挥了重要作用。 按照《国家发展改革委办公厅、国家能源局综合司关于进一步加快电力现货市场建设工作的通知》(发改办体改〔2023〕813号)要求，省内各有关部门、单位积极稳妥推进电力现货市场由试运行转入正式运行，并委托电力规划设计总院开展了转正式运行第三方评估。评估意见认为,山东电力现货市场规则体",高,否,仅由新政策明文引用旧政策时生成
EVO-00176,AUTO-20260426-CAE77C6F94,关于印发《山东电力市场参数（试行）》的通知,2024-05-31,AUTO-20260426-CB9FE0315E,关于印发《山东电力市场规则(试行)》的通知,2024-04-19,引用依据,电力市场,山东->山东,文号：鲁监能市场规〔2024〕24号,国家能源局关于印发<电力现货市场基本规则（试行）>的通知》（发改能源规〔2023〕1217号）等文件要求，根据《关于印发<山东电力市场规则（试行）>的通知》（鲁监能市场规〔2024〕24号）规定，山东能源监管办会同省发展改革委、省能源局组织市场运营机构、电网企业和相关经营主体编制修订了《山东电力市场参数（试行）》，现予以印发。 一、《山东电力市场,高,否,仅由新政策明文引用旧政策时生成
EVO-00177,AUTO-20260426-CAE77C6F94,关于印发《山东电力市场参数（试行）》的通知,2024-05-31,AUTO-20260427-B292F45571,关于印发《电力现货市场基本规则（试行）》的通知(发改能源规〔2023〕1217号),2023-09-15,引用依据,电力市场,山东->全国,文号：发改能源规〔2023〕1217号,源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）、《国家发展改革委 国家能源局关于印发<电力现货市场基本规则（试行）>的通知》（发改能源规〔2023〕1217号）等文件要求，根据《关于印发<山东电力市场规则（试行）>的通知》（鲁监能市场规〔2024〕24号）规定，山东能源监管办会同省发展改革委、省能源局组织市场运营机构,高,否,仅由新政策明文引用旧政策时生成
EVO-00178,AUTO-20260426-CAE77C6F94,关于印发《山东电力市场参数（试行）》的通知,2024-05-31,AUTO-20260427-EE6D85F7E0,发改能源规〔2023〕1217号 《电力现货市场基本规则（试行）》,2023-09-10,引用依据,电力市场,山东->南方区域,文号：发改能源规〔2023〕1217号,源局关于加快建设全国统一电力市场体系的指导意见》（发改体改〔2022〕118号）、《国家发展改革委 国家能源局关于印发<电力现货市场基本规则（试行）>的通知》（发改能源规〔2023〕1217号）等文件要求，根据《关于印发<山东电力市场规则（试行）>的通知》（鲁监能市场规〔2024〕24号）规定，山东能源监管办会同省发展改革委、省能源局组织市场运营机构,高,否,仅由新政策明文引用旧政策时生成
EVO-00179,AUTO-20260427-28574D8021,国家能源局华中监管局关于公开征求《川渝一体化电力调峰辅助服务市场交易规则（征求意见稿）》意见的通知,2024-04-30,AUTO-20260427-F61B124506,华中能源监管局 四川能源监管办关于印发《川渝一体化电力调峰辅助服务市场运营规则（试行）》的通知,2021-11-25,引用依据,辅助服务,华中区域->华中区域,规则名称：川渝一体化电力调峰辅助服务市场运营规则（试行,全电力辅助服务市场价格机制的通知》（发改价格〔 2024 〕 196 号）等文件要求，进一步推进川渝一体化电力市场建设，华中能源监管局会同四川能源监管办组织对《川渝一体化电力调峰辅助服务市场运营规则（试行）》进行了修订，形成《川渝一体化电力调峰辅助服务市场交易规则（征求意见稿）》，现面向社会公开征求意见。 此次征求意见的时间为 2024 年 4 月 30 日至,中,否,仅由新政策明文引用旧政策时生成
EVO-00180,AUTO-20260426-0E5C62271F,《山东电力市场规则(试行)》编制说明,2024-04-20,AUTO-20260427-B0F72F5007,关于建立健全电力辅助服务市场价格机制的通知(发改价格〔2024〕196号),2024-02-08,引用依据,电力市场,山东->全国,文号：发改价格〔2024〕196号,源发展现状，设置调频容量分时段出清机制，满足不同时段电网调节需求，保障电网安全运行。根据《国家发展改革委国家能源局关于建立健全电力辅助服务市场价格机制的通知》(发改价格〔2024〕196号)要求，进一步扩大调频辅助服务市场参与主体范围，调整费用计算公式，采用基于调频里程的单一制价格机制进行费用计算。 (八)有序衔接机组并网运行考核与电力市场运营,高,否,仅由新政策明文引用旧政策时生成
EVO-00181,AUTO-20260426-0E5C62271F,《山东电力市场规则(试行)》编制说明,2024-04-20,AUTO-20260427-E24F3D75D9,关于印发《电力中长期交易基本规则》的通知,2020-06-14,引用依据,电力市场,山东->南方区域,规则名称：电力中长期交易基本规则,革委、省能源局组织市场运营机构、电网公司、电力市场管理委员会、山东电力市场建设专班、有关经营主体等，基于近年来市场运行实践，结合《电力现货市场基本规则(试行)》《电力中长期交易基本规则》等国家基本规则要求，就市场关键机制优化完善、新型经营主体参与市场方式设计、市场运行费用等问题开展深入研究，广泛征集意见，并先后组织六轮集中工作，在充分吸收市场运,中,否,仅由新政策明文引用旧政策时生成
